1990,354,2005,134
1991,299,2006,155
1992,313,2007,130
1993,268,2008,133
1994,243,2009,134
1995,230,2010,134
1996,215,2011,141
1997,199,2012,133
1998,173,2013,139
1999,153,2014,141
2000,207,2015,144
2001,134,2016,142
2002,161,2017,148
2003,140,2018,150
2004,149,2019,152
2005,134,,
2006,155,,
2007,130,,
2008,133,,
2009,134,,
2010,134,,
2011,141,,
2012,133,,
2013,139,,
2014,141,,
2015,144,,
2016,142,,
2017,148,,
2018,150,,
2019,152,,
